"txid","refid","time","type","subtype","aclass","asset","amount","fee","balance"
"LSPQGT-XZO3U-RKX4AQ","STT4C7N-XEJQR-4K6FQO","2023-12-27 20:51:15","staking","","currency","ETH",0.0000100178,0.0000015027,0.0000802660
"LTEXQN-RTYZV-F3J7HJ","STBXP3R-NWNPD-VSD4NQ","2023-12-28 03:49:31","staking","","currency","XTZ.S",0.00000300,0,0.00336400
"LSIABX-BU5B3-T2CN7I","STIUKCK-TSALH-WZ6IFP","2023-12-28 03:50:02","staking","","currency","GRT.S",0.0392049400,0,66.6729959400
"LBULXP-45J2A-HSQIWQ","ST7TQF4-GDLF6-5R6MOW","2023-12-31 02:40:35","staking","","currency","ETH",0.0000027823,0.0000004173,0.0000826310
"LH5UQQ-KOQOG-7IPMD2","STXY27O-CIIGE-WVHU2F","2024-01-03 20:53:21","staking","","currency","ETH",0.0000100859,0.0000015129,0.0000912040
"LE2DGI-4QG5E-UA7HZD","STABZHH-ZZOED-EHH3KS","2024-01-04 03:49:21","staking","","currency","GRT.S",0.0399946800,0,66.7129906200
"LOOLQ6-B3HRQ-5WQEQZ","STFOKYH-ZGHUJ-YW3NIM","2024-01-04 03:50:51","staking","","currency","XTZ.S",0.00000300,0,0.00336700
"LP4XQ6-BNB47-6YDUDZ","STOBTPG-OCUR4-S3RQLP","2024-01-07 02:53:34","staking","","currency","ETH",0.0000020992,0.0000003149,0.0000929883
"LLOWUD-EKTUQ-OUZLL5","STS7FRD-BSIAV-YKUGEH","2024-01-10 20:56:16","staking","","currency","ETH",0.0000099365,0.0000014905,0.0001014343
"LCR6EJ-SSDX4-GJMWCG","ST327NC-G3ADY-N4ZMT4","2024-01-11 03:48:31","staking","","currency","XTZ.S",0.00000300,0,0.00337000
"LAEUOA-34DLA-GLSVOY","STS5SA3-ZWIHF-H4VZ64","2024-01-11 03:50:05","staking","","currency","GRT.S",0.0400186600,0,66.7530092800
"LVRHCX-5IS2E-PUKTFG","STA5G4D-QY626-UL2WVT","2024-01-14 02:49:15","staking","","currency","ETH",0.0000028207,0.0000004231,0.0001038319
"LKAAZE-KKILU-F6NVCF","STN77DG-ZXOUB-UOQEZP","2024-01-17 20:51:53","staking","","currency","ETH",0.0000100133,0.0000015020,0.0001123432
"LCEXJC-W54JK-42GPMI","STHQH7F-2I55Q-6W5AKC","2024-01-18 03:48:06","staking","","currency","XTZ.S",0.00000300,0,0.00337300
"LXZALU-A5MDJ-6VAX5J","STJ6ASO-4QND7-6NF6BN","2024-01-18 03:49:24","staking","","currency","GRT.S",0.0400426700,0,66.7930519500
"LT2MY6-AUIBU-6PLE7F","STW6Z2F-KX22I-HP23T5","2024-01-21 06:15:31","staking","","currency","ETH",0.0000056066,0.0000008410,0.0001171088
"LZ6HNS-F4ZHY-6WBXB2","TSJM7H5-7O5DO-RXYU3T","2024-01-22 19:09:03","spend","","currency","USDC",-248.19080000,0,0.00000000
"LYEFRX-NIBS6-ZVAG5G","TSJM7H5-7O5DO-RXYU3T","2024-01-22 19:09:03","receive","","currency","EUR",228.0400,3.3700,224.6855
"LK4GKZ-T6ZTM-FF6OS6","TSVQZXV-NGYDJ-TSULOT","2024-01-22 19:10:34","spend","","currency","EUR",-221.3600,3.3200,0.0055
"LPWCOG-D5QEH-DRSJFY","TSVQZXV-NGYDJ-TSULOT","2024-01-22 19:10:34","receive","","currency","XRP",450.56047000,0,450.56047227
"LRTIXQ-PILFI-DZR3KU","TST4B5N-LHTSX-WMY2FE","2024-01-23 12:21:39","spend","dustsweeping","currency","ETH",-0.0001100000,0,0.0000071088
"LLKWC3-BRTZQ-E4XHHY","TST4B5N-LHTSX-WMY2FE","2024-01-23 12:21:39","receive","dustsweeping","currency","EUR",0.2237,0.0065,0.2227
"LSZGEM-BJ4AV-FB7VJB","FThi532-QHCHeKC01A8VfENXT8RZ1D","2024-01-23 12:26:57","withdrawal","","currency","XRP",-90.00000000,0.20000000,360.36047227
"LJ6ZYT-JRMZH-YI5SJB","STFY75F-3GFZJ-7VMZVD","2024-01-24 20:03:07","staking","","currency","ETH",0.0000100922,0.0000015138,0.0000156872
"L7GJFM-P63Z3-IOLNNG","ST64FQB-N3D5I-FPEHEN","2024-01-25 03:41:49","staking","","currency","XTZ.S",0.00000300,0,0.00337600
"LRGEQX-ETCYD-VPEHVT","STRSYDR-JEOEV-4S2O7T","2024-01-25 03:48:04","staking","","currency","GRT.S",0.0400666800,0,66.8331186300
"LDJHYT-K6CSW-Y77JNN","ST6LK3E-PRPND-VDQBUS","2024-01-28 02:28:45","staking","","currency","ETH",0.0000029782,0.0000004467,0.0000182187
"LRJFEV-XIRZP-7MGIUC","STEBQHN-WVM5J-ZWDGCJ","2024-01-31 20:33:35","staking","","currency","ETH",0.0000101886,0.0000015283,0.0000268790
"LEFCAS-3PKXU-FURLPS","STXF7R5-PBMHH-57XXUR","2024-02-01 03:41:45","staking","","currency","XTZ.S",0.00000300,0,0.00337900
"LIPSN4-G6CRQ-OHEKBI","STYGEIM-HDFKW-IAEDX3","2024-02-01 03:47:35","staking","","currency","GRT.S",0.0418839100,0,66.8750025400
"LNC7IX-KAGPZ-WM6VU4","STMWXVG-D4IVZ-UA7ZU6","2024-02-04 02:29:22","staking","","currency","ETH",0.0000020425,0.0000004085,0.0000285130
"LSSWKI-KL5MX-OQWBFG","ST5MBEO-L6S7Z-TECPKW","2024-02-07 20:33:40","staking","","currency","ETH",0.0000099424,0.0000019885,0.0000364669
"L4QCZ2-RYLTD-AYIIE6","STEGOUU-CXAEK-I5RCLJ","2024-02-08 03:41:26","staking","","currency","XTZ.S",0.00000300,0,0.00338200
"LV2YV4-YAQAZ-L3LKT4","STGELF5-OMBFM-XRZ7EJ","2024-02-08 03:47:50","staking","","currency","GRT.S",0.0581872100,0.0116374400,66.9215523100
"LQQCOF-OTLSG-CKMW5P","STM424J-V6FIL-MWTZM6","2024-02-11 02:30:54","staking","","currency","ETH",0.0000025591,0.0000005118,0.0000385142
"LFXPSW-TAVOX-XDYRXQ","ST62JUL-NSTAP-FKKAPM","2024-02-14 20:36:07","staking","","currency","ETH",0.0000098571,0.0000019714,0.0000463999
"LUIKW6-Z66JN-ZHHYA7","STTF4ZA-C5OGV-ZXNMXO","2024-02-15 03:41:29","staking","","currency","XTZ.S",0.00000300,0,0.00338500
"LEHJGH-RIA5M-7OATLQ","STQWTZ5-L4DWO-CADFHJ","2024-02-15 03:47:53","staking","","currency","GRT.S",0.0693858800,0.0138771700,66.9770610200
"LCG4XU-S7R52-4SY7K4","ELFBVLK-TDNPU-AMUSLM","2024-02-15 13:29:58","earn","migration","currency","GRT.S",-66.9770610200,0,0.0000000000
"LJQGJR-DHCJ3-RODGDW","ELFBVLK-TDNPU-AMUSLM","2024-02-15 13:29:58","earn","migration","currency","GRT",66.9770610200,0,66.9770610200
"LMGDM6-CWQYR-PUKEWV","STZV2R6-VR2B6-J77F2V","2024-02-18 02:32:55","staking","","currency","ETH",0.0000042342,0.0000008468,0.0000497873
"LTS3WV-BH6XW-LUOALV","ELDUNEM-DB6RR-UL6YAS","2024-02-21 13:05:33","earn","reward","currency","GRT",0.0593542704,0.0118708540,67.0245444364
"LR53U4-GQPTA-MO6WLS","STVTYMX-IOXQA-DJDG4X","2024-02-21 20:37:07","staking","","currency","ETH",0.0000098111,0.0000019622,0.0000576362
"LTOA22-E7CJZ-NUDM5A","STPB6Q2-R3S3K-O3T2PB","2024-02-22 03:41:57","staking","","currency","XTZ.S",0.00000300,0,0.00338800
"LKVFRF-SUSNL-XRXP5S","STNIBIO-TOJXT-VLAGYN","2024-02-22 03:48:11","staking","","currency","GRT",0.0040299300,0.0008059800,0.0032239500
"LABZG3-N626A-VFBHN4","ELMLUZD-OSNTT-LGWDHS","2024-02-22 12:56:08","earn","migration","currency","XTZ.S",-0.00338800,0,0.00000000
"LQVJGD-5CRRM-ZKFMB4","ELMLUZD-OSNTT-LGWDHS","2024-02-22 12:56:08","earn","migration","currency","XTZ",0.00338800,0,0.00338800
"LDMLNE-KGZ6P-H2Q2UX","STVZONQ-VUQKG-SHYVUX","2024-02-25 02:30:55","staking","","currency","ETH",0.0000025497,0.0000005099,0.0000596760
"LPHFVW-27P6B-GFSXL4","ELE4HW3-VUVGL-YT575N","2024-02-28 13:05:52","earn","reward","currency","GRT",0.0548493106,0.0109698621,67.0684238849
"LBIVUW-2X2RO-JXL4MZ","STO52VQ-HMVSL-5NK6FJ","2024-02-28 20:37:20","staking","","currency","ETH",0.0000098401,0.0000019680,0.0000675481
"LWBEQR-PMIIJ-3WM2UF","EL4KZAB-7NMHJ-NLGEAI","2024-02-29 06:11:24","earn","reward","currency","XTZ",0.00000390,0.00000078,0.00339112
"LMMEND-B3JLI-LF5SGK","STXE3ER-I2VJQ-XNC25U","2024-03-03 02:31:59","staking","","currency","ETH",0.0000031674,0.0000006335,0.0000700820
"LDKSO7-OUQI5-YW3ZJS","EL7YS2V-P4ORI-ZRRMUW","2024-03-05 14:39:51","earn","deallocation","currency","GRT",-67.0684238849,0,0.0000000000
"L76VKJ-YZHPK-S23IP3","EL7YS2V-P4ORI-ZRRMUW","2024-03-05 14:39:51","earn","deallocation","currency","GRT",67.0684238849,0,67.0716478349
"LJJJCS-72L4T-4L3JRU","ELC5IW7-5N3LD-ENFHFT","2024-03-05 14:40:51","earn","deallocation","currency","XTZ",-0.00339112,0,0.00000000
"L3GXZS-MYNQT-7P774R","ELC5IW7-5N3LD-ENFHFT","2024-03-05 14:40:51","earn","deallocation","currency","XTZ",0.00339112,0,0.00339112
"LFJ6AC-FR47E-J6H4AW","T2ARUK-HCVEX-6DRILL","2024-03-05 14:55:02","trade","tradespot","currency","GRT",-67.0716478300,0,0.0000000049
"LZUPYZ-2R4FY-IAHJFT","T2ARUK-HCVEX-6DRILL","2024-03-05 14:55:02","trade","tradespot","currency","EUR",18.7827,0.0488,18.9566
"LO76ZH-6DDBQ-DNKSQZ","TTS7FN-HV3PI-Y7Y7RP","2024-03-05 15:03:46","trade","tradespot","currency","EUR",-18.9566,0,0.0000
"LGK765-FDOUF-LPWYXR","TTS7FN-HV3PI-Y7Y7RP","2024-03-05 15:03:46","trade","tradespot","currency","USDC",20.60723992,0.04121448,20.56602544
"L3M6DJ-OWFVN-A72TAL","FTSbUKf-pMrE2uOuz4ilIMs0l572P0","2024-03-05 15:11:35","transfer","stakingtospot","currency","ETH2.S",-0.0172629240,0,0.0000000000
"LH5M3A-YMB2D-MAKXXD","FTVv4ER-n3it219utkaikELREGhdAb","2024-03-05 15:11:40","transfer","spotfromstaking","currency","ETH",0.0172629240,0,0.0173330060
"LGSTP2-XTOES-EWYU27","EL5GSH6-SI5DL-WQGYGA","2024-03-06 13:05:41","earn","reward","currency","GRT",0.0469976401,0.0093995280,0.0375981170
"LMGRWO-I5Z34-XZM43M","STQ25CA-L5ILP-Q7DX22","2024-03-06 20:37:57","staking","","currency","ETH",0.0000096710,0.0000019342,0.0173407428
"LUYLTC-3QUT5-WBAFVO","ELEGDLC-G2KB7-ECDLHP","2024-03-07 06:11:05","earn","reward","currency","XTZ",0.00000278,0.00000055,0.00339335
"LCLQV5-X765Q-Y2SWTH","STEYL7J-3NVGL-RRZZIF","2024-03-10 02:33:07","staking","","currency","ETH",0.0000014560,0.0000002912,0.0173419076
"LFZIEH-PZ3LR-NS7HDT","T6AUF4-IUKT7-NJRWEC","2024-03-10 16:25:31","trade","tradespot","currency","ETH",-0.0173419000,0,0.0000000076
"LDL22W-6UMFX-IQHEK5","T6AUF4-IUKT7-NJRWEC","2024-03-10 16:25:31","trade","tradespot","currency","USDC",67.91712300,0.17658500,88.30656344
"L2BKBV-ARC5L-TAQ7H5","T3ZZTY-WNJM6-WBORZS","2024-03-10 16:31:10","trade","tradespot","currency","USDC",-88.30656344,0,0.00000000
"LFR6K7-XKAMX-PMWZGO","T3ZZTY-WNJM6-WBORZS","2024-03-10 16:31:10","trade","tradespot","currency","EUR",80.7122,0.1614,80.5508
"LH2UCS-2XM2W-AJEZDJ","TY3WHE-BRPBH-KXUFQP","2024-03-10 16:34:11","trade","tradespot","currency","EUR",-80.5508,0,0.0000
"LJWFVX-AGFKX-CEB77K","TY3WHE-BRPBH-KXUFQP","2024-03-10 16:34:11","trade","tradespot","currency","BONK",2869129.12,4590.56,2864538.56
"L47YBZ-QGNH5-C6WZUO","FThp7Bg-MGuy5fzMIF3YGIBLtrrLaV","2024-03-12 18:19:50","deposit","","currency","EUR.HOLD",200.0000,7.7500,192.2500
"LC3XXZ-DX5YI-DEWH2I","TSHMDRF-GHZHU-WCZ3QU","2024-03-12 18:19:50","spend","","currency","EUR.HOLD",-189.4100,2.8400,0.0000
"LQUWG3-D5NH3-PRGKMR","TSHMDRF-GHZHU-WCZ3QU","2024-03-12 18:19:50","receive","","currency","FLR",5284.0500,0,5284.0500
"LRJTM4-BRD43-GOYQN7","STSCPOA-RKFUB-QHMVUX","2024-03-13 20:37:02","staking","","currency","ETH",0.0000035362,0.0000007072,0.0000028366
"LI7D52-MECC5-FKG3WS","FTHRCjs-1BLOKJQnUwV6NcgRcgisUj","2024-04-13 21:22:54","deposit","","currency","EUR.HOLD",500.0000,19.0000,481.0000
"L3AMXR-H62GW-Q6E56T","TSWVP36-M4ERS-6RICGG","2024-04-13 21:22:54","spend","","currency","EUR.HOLD",-473.8900,7.1100,0.0000
"LH5OK6-7R3KM-M4ZCDT","TSWVP36-M4ERS-6RICGG","2024-04-13 21:22:54","receive","","currency","XRP",1085.76629000,0,1446.12676227
"LKAIHI-6EMET-DNRGHC","FTQ54td-AuXeEIlBvQPuOljedCFaUw","2024-05-15 22:41:37","withdrawal","","currency","XRP",-1445.92676000,0.20000000,0.00000227
"L5NQSD-7XDEA-DGZXMC","TRXI7K-4GGDE-FQCKVX","2024-05-27 08:00:24","trade","tradespot","currency","BONK",-1432269.28,0,1432269.28
"LVWWU7-72AIF-FNEPHL","TRXI7K-4GGDE-FQCKVX","2024-05-27 08:00:24","trade","tradespot","currency","EUR",50.1294,0.1253,50.0041
"L3L7OA-R72IL-BLBPYI","TMYNXA-EWE4O-46IAF3","2024-05-27 08:06:57","trade","tradespot","currency","EUR",-50.0041,0,0.0000
"LB6C7Z-CS5FT-CF556G","TMYNXA-EWE4O-46IAF3","2024-05-27 08:06:57","trade","tradespot","currency","PEPE",3209917.83,12839.90,3197077.93
"L6V5XY-435AT-RRF62H","TK4WLX-A3A7W-DVXH45","2024-05-28 12:23:04","trade","tradespot","currency","BONK",-1432269.28,0,0.00
"LWEAYR-XWUXA-FDEDEQ","TK4WLX-A3A7W-DVXH45","2024-05-28 12:23:04","trade","tradespot","currency","EUR",55.8585,0.1397,55.7188
"LCD7C4-HHNPK-75R7YO","TBF5XZ-M2RJY-NF2R4K","2024-05-28 13:08:06","trade","tradespot","currency","EUR",-21.3333,0,34.3855
"LYZ4O4-7Q56B-MDRI33","TBF5XZ-M2RJY-NF2R4K","2024-05-28 13:08:06","trade","tradespot","currency","DENT",16817.7505867600,42.0443764700,16775.7062102900
"LIQLQD-GEYKQ-YVJZW5","T6SZNH-XVHAN-575WTX","2024-05-28 13:10:21","trade","tradespot","currency","EUR",-34.3855,0,0.0000
"LSPZSP-YLH3T-QJXOHQ","T6SZNH-XVHAN-575WTX","2024-05-28 13:10:21","trade","tradespot","currency","DENT",27107.2001424400,67.7680003500,43815.1383523800
"LQNSKD-R7UVZ-GELGQD","FTBRh9z-5zyZRqjQVhXiYA76woSroV","2024-06-07 20:13:07","deposit","","currency","EUR.HOLD",100.0000,4.0000,96.0000
"LIMGW2-VDNPD-6M2OSL","TSHKLQH-JA7Y5-IVCBKB","2024-06-07 20:13:07","spend","","currency","EUR.HOLD",-94.5800,1.4200,0.0000
"LJC3E3-BLJZT-P7HCBU","TSHKLQH-JA7Y5-IVCBKB","2024-06-07 20:13:07","receive","","currency","DENT",79709.1281100000,0,123524.2664623800
"LRDUGL-NFFKR-BRMB4H","FTMxmEH-iUqveLJgfYoYbClEWJth0s","2024-06-07 20:24:26","deposit","","currency","EUR.HOLD",171.2800,6.6800,164.6000
"L6X6RP-6CQZW-G2WFCX","TSMLKE6-5FD6Q-XSOBF6","2024-06-07 20:24:26","spend","","currency","EUR.HOLD",-162.1700,2.4300,0.0000
"LHHUAM-TQLUO-FO6SS4","TSMLKE6-5FD6Q-XSOBF6","2024-06-07 20:24:26","receive","","currency","XRP",350.50000000,0,350.50000227
"L7J5XJ-AEPL3-H33KMI","FTg3QAM-B9rbBjPYhQRT3bty45mHZF","2024-06-07 20:45:33","deposit","","currency","EUR.HOLD",100.0000,4.0000,96.0000
"LWHGB7-JN4MM-T424CB","TSC7WYV-CV6H7-VQW4WM","2024-06-07 20:45:33","spend","","currency","EUR.HOLD",-94.5800,1.4200,0.0000
"LOI7VY-PZQRI-4DDVMV","TSC7WYV-CV6H7-VQW4WM","2024-06-07 20:45:33","receive","","currency","XLM",1012.21615000,0,1012.21615843
"L5GZDY-LCK4D-UNHKHP","FTYOoDn-Jk6RwoWpSvLtJy8iCLNePe","2024-07-05 05:29:13","deposit","","currency","EUR.HOLD",398.0500,15.1800,382.8700
"L3ABJT-X6G4S-PD6LAZ","TSWQZ7L-2YYSS-G2KVA7","2024-07-05 05:29:14","spend","","currency","EUR.HOLD",-379.0800,3.7900,0.0000
"LKMH3W-3BEH4-S5LD2G","TSWQZ7L-2YYSS-G2KVA7","2024-07-05 05:29:14","receive","","currency","XRP",1000.00000000,0,1350.50000227
"L57LEC-7PKZ7-E3LMJS","FTEa4G1-Nay6RSLo2MS6p5HsztyNY9","2024-07-05 07:39:20","withdrawal","","currency","XRP",-1350.30000200,0.20000000,0.00000027
"LARXZI-XFX2U-KOEYMS","TIDD2C-EJAJT-YFCY7V","2024-11-17 22:44:20","trade","tradespot","currency","PEPE",-3197077.93,0,0.00
"LF46JS-U3K7W-FTMBYV","TIDD2C-EJAJT-YFCY7V","2024-11-17 22:44:20","trade","tradespot","currency","EUR",64.2677,0.2571,64.0106
"LI6H67-THLFY-XBWC3N","TX3N4K-7IUNM-YZVWBB","2024-11-17 22:48:11","margin","","currency","EUR",0.0000,0.2141,63.7965
"LPCE7O-T6BEI-OIIZ7E","T55YW7-ZV6QY-7FOD77","2024-11-17 22:52:00","margin","","currency","EUR",-0.0964,0.1272,63.5729
"LRZFSY-EGSB6-QEOVBY","TVFSBA-2IOQK-PMOMGD","2024-11-17 23:09:07","trade","tradespot","currency","EUR",-63.5729,0,0.0000
"LGGVL5-GBDLV-S3I5YU","TVFSBA-2IOQK-PMOMGD","2024-11-17 23:09:07","trade","tradespot","currency","XLM",338.78804997,1.35515220,1349.64905620
"LZMEHP-SBKVK-OLHEMI","FTB0bpX-lyIMpQdd0G5A0QanvE96zw","2024-11-19 06:33:04","deposit","","currency","EUR.HOLD",230.7300,8.9100,221.8200
"L42THT-DHDAC-RH3CUK","TSW4B3Q-HISCU-4WH64Q","2024-11-19 06:33:05","spend","","currency","EUR.HOLD",-219.6200,2.2000,0.0000
"L74XCJ-BMV4H-HBURKR","TSW4B3Q-HISCU-4WH64Q","2024-11-19 06:33:05","receive","","currency","XLM",1000.00000000,0,2349.64905620
"L5KIPI-D45X4-3CNRIC","FTDM0lx-mGvOmmgoMxz08SXuuxFI8w","2024-11-19 06:39:48","withdrawal","","currency","XLM",-2349.64805000,0.00100000,0.00000620
"LCVNAB-UIQWU-EN34JX","FTF4RDU-0CumJLvVKn7BI0lxkzAhD0","2024-11-19 17:44:23","deposit","","currency","XTZ",67.83625200,0,67.83964535
"L5KNC5-B65YV-QBHCN2","TJPNJH-TAD3R-4VH7B2","2024-11-19 18:31:30","trade","tradespot","currency","XTZ",-67.83964535,0,0.00000000
"LBRR2N-AUKPW-UT6VHZ","TJPNJH-TAD3R-4VH7B2","2024-11-19 18:31:30","trade","tradespot","currency","USDT",71.95751182,0.28783005,71.66968177
"LMZ6P4-RDKZL-TYEMNJ","TIKG5P-AJHTK-5ZRMJO","2024-11-19 18:32:21","trade","tradespot","currency","USDT",-71.66968177,0,0.00000000
"LDWORO-YQBVI-5OC2XV","TIKG5P-AJHTK-5ZRMJO","2024-11-19 18:32:21","trade","tradespot","currency","XRP",65.26401837,0.26105608,65.00296256
"L7B2XS-5FEVW-AIYNMI","FTWopAQ-4QVgur5BJMvZ3IdSGaUpqT","2024-11-19 18:33:19","withdrawal","","currency","XRP",-64.80296000,0.20000000,0.00000256
"LSJTZS-5B4M2-XKZRAZ","FTJXzxI-oAi4bUjgVh6QWqNprHr8zl","2024-12-03 14:09:03","deposit","","currency","EUR.HOLD",100.0000,4.0000,96.0000
"LSWE3A-CGFHG-V6PRUK","TSGWRAU-6YS5W-CNNHUZ","2024-12-03 14:09:03","spend","","currency","EUR.HOLD",-95.0500,0.9500,0.0000
"LQUHI6-JZXKD-HZ3ZX2","TSGWRAU-6YS5W-CNNHUZ","2024-12-03 14:09:03","receive","","currency","FLR",2952.2900,0,8236.3400
"LN7ANC-SZOQK-7DOLC6","FTZsUA0-Js5VBRQDK1Ir5vq7mLNcJs","2024-12-09 22:46:40","deposit","","currency","EUR.HOLD",100.0000,4.0000,96.0000
"LKZWWL-IAEDN-LBBSIR","TSWM3FL-3U5A4-FJMICW","2024-12-09 22:46:40","spend","","currency","EUR.HOLD",-95.0500,0.9500,0.0000
"LBNCZW-EI6GC-3AUBS6","TSWM3FL-3U5A4-FJMICW","2024-12-09 22:46:40","receive","","currency","FLR",3598.1500,0,11834.4900
"LHOQCG-GDEEN-JTWT35","FTNOuCj-SOBLrbF3two9iG0Xa9mtyK","2024-12-19 08:25:32","deposit","","currency","EUR.HOLD",100.0000,4.0000,96.0000
"L5UUUK-UH2TR-FY26Q4","TS3WUTT-VJ4I4-NWJ57J","2024-12-19 08:25:32","spend","","currency","EUR.HOLD",-95.0500,0.9500,0.0000
"LIPB37-CMU3I-S4JRCS","TS3WUTT-VJ4I4-NWJ57J","2024-12-19 08:25:32","receive","","currency","FLR",3500.0100,0,15334.5000
"LXY6EN-RYQ3J-ICQTPD","FTQe3lt-BWiUUf3yof98sKNR90BT2d","2025-02-25 00:21:37","deposit","","currency","EUR.HOLD",294.1000,11.2800,282.8200
"LHBVPD-YQ6CD-JI4FT6","TSWS42L-PZMAT-G5QDTQ","2025-02-25 00:21:38","spend","","currency","EUR.HOLD",-280.0200,2.8000,0.0000
"LKJ27W-ORMR5-4SMEVS","TSWS42L-PZMAT-G5QDTQ","2025-02-25 00:21:38","receive","","currency","XLM",960.00000000,0,960.00000620
"LYAYB3-ISD5O-TBUDIH","FTQzLWD-K2NIGXh0UGqGRANMAXXGpl","2025-02-25 02:04:50","withdrawal","","currency","XLM",-959.99900600,0.00100000,0.00000020
"LD5GV2-JZDO7-YXGBV4","FTMdwqT-e0xNGuU8kbKu6SbKIuQe6N","2025-02-28 09:38:32","deposit","","currency","EUR.HOLD",271.6700,10.4400,261.2300
"L4KKOA-YG77Z-RXD5HA","TSBJK3S-5SKA5-V2MFY4","2025-02-28 09:38:32","spend","","currency","EUR.HOLD",-258.6400,2.5900,0.0000
"LZVWNA-OHPS2-SBMHZ7","TSBJK3S-5SKA5-V2MFY4","2025-02-28 09:38:32","receive","","currency","XLM",1000.00000000,0,1000.00000020
"LQC2PK-3E4YW-M7HJN4","FTcRzEW-lJesMQNxcmJDQq1uCao6oY","2025-02-28 09:47:29","withdrawal","","currency","XLM",-999.99900000,0.00100000,0.00000020
"LNJBND-MUZQE-XQUZCG","FTRkQZH-O0lApmJQthIrGQVOZl2p8x","2025-03-12 08:11:58","deposit","","currency","EUR.HOLD",500.6900,19.0300,481.6600
"LPT4YG-DFIMY-JX76N4","TSGLOCT-IAN2D-N4JQFX","2025-03-12 08:11:58","spend","","currency","EUR.HOLD",-476.8900,4.7700,0.0000
"L6CJ3Z-4J7MB-VMJZEA","TSGLOCT-IAN2D-N4JQFX","2025-03-12 08:11:58","receive","","currency","XLM",2000.00000000,0,2000.00000020
"L4F4AX-WGYHE-BS6WBE","FTDdoy0-Is6Z0v2s3OTOv5gHTUCSNQ","2025-03-12 08:15:26","withdrawal","","currency","XLM",-1999.99900000,0.00100000,0.00000020
"LCX35O-4C3CS-QP23PX","FTZHov9-LhivRvEbu1bCnd0uNueOZA","2025-04-29 17:58:05","deposit","","currency","EUR.HOLD",392.0300,14.9600,377.0700
"LNKT45-5LZGG-CATRWY","TSEKOXY-FY3CA-IH5DL5","2025-04-29 17:58:05","spend","","currency","EUR.HOLD",-373.3400,3.7300,0.0000
"L5UJPI-BXXVN-CHR5ES","TSEKOXY-FY3CA-IH5DL5","2025-04-29 17:58:05","receive","","currency","XLM",1500.00000000,0,1500.00000020
"LZWVNP-MS3X3-VMVGQY","FTVS32A-zb565R3IEhHisGdRQwaHSb","2025-04-29 18:01:46","withdrawal","","currency","XLM",-1499.99900000,0.00100000,0.00000020
"LHLVH5-TD643-MHQYJC","ELDHFBP-PG6BC-B3Y65E","2025-05-12 19:59:54","earn","allocation","currency","FLR",-15334.5000,0,0.0000
"LSOMVM-BKJPA-OXCOMJ","ELDHFBP-PG6BC-B3Y65E","2025-05-12 19:59:54","earn","allocation","currency","FLR",15334.5000,0,15334.5000
"LG4IJL-HJXRX-ZFXQD7","FTNcThF-IAh1iNQQr8AB0ee5ZbN80I","2025-05-12 20:43:44","deposit","","currency","EUR.HOLD",500.0000,19.0000,481.0000
"L4IE3D-GN7O2-ZLOQVN","TSIXJY7-6LEKL-GB32RY","2025-05-12 20:43:44","spend","","currency","EUR.HOLD",-476.2400,4.7600,0.0000
"LVH4EW-ZBOEQ-HDNEEQ","TSIXJY7-6LEKL-GB32RY","2025-05-12 20:43:44","receive","","currency","XLM",1649.16336000,0,1649.16336020
"LJMF6A-GJOJI-NHXAAB","FTXNbcK-uXEt23jqmYWxWE9QSVnRVC","2025-05-12 20:45:54","withdrawal","","currency","XLM",-1649.16236000,0.00100000,0.00000020
"LTIQGQ-PUL7C-VORLZQ","ELZ5DEJ-TIS4I-6F7G7I","2025-05-18 09:01:56","earn","autoallocation","currency","BTC",-0.0000084000,0,0.0000000000
"LWCMFW-HRYON-7VUBY2","ELZ5DEJ-TIS4I-6F7G7I","2025-05-18 09:01:56","earn","autoallocation","currency","BTC",0.0000084000,0,0.0000084000
"LL5F7A-YYQBF-QZWPHS","ELZ5DEJ-TIS4I-6F7G7I","2025-05-18 09:01:56","earn","autoallocation","currency","GRT",-0.0375981170,0,0.0000000000
"LU5NVD-YH4QX-GHXKVT","ELZ5DEJ-TIS4I-6F7G7I","2025-05-18 09:01:56","earn","autoallocation","currency","GRT",0.0375981170,0,0.0375981170
"LHVLOE-MY7OA-5NIZUN","ELZ5DEJ-TIS4I-6F7G7I","2025-05-18 09:01:56","earn","autoallocation","currency","ETH",-0.0000028366,0,0.0000000000
"LSH4FI-DSIT3-UFUDHU","ELZ5DEJ-TIS4I-6F7G7I","2025-05-18 09:01:56","earn","autoallocation","currency","ETH",0.0000028366,0,0.0000028366
"LGFGMZ-TZYG6-JDT6ZP","ELTJ57W-HVJGW-AO5BCD","2025-05-24 12:48:54","earn","reward","currency","BTC",0.0000000001,0,0.0000084001
"LCBUVY-XIBHP-UENA4U","ELBEJFI-E7NX3-PYXYYC","2025-05-24 12:48:54","earn","reward","currency","GRT",0.0000437324,0.0000087464,0.0376331030
"LOSKPL-E2NPK-4TLIIQ","ELHXPLE-4LO7T-DDUX7F","2025-05-24 12:48:55","earn","reward","currency","ETH",0.0000000009,0.0000000001,0.0000028374
"LZR5OB-JCUCX-WXVVTL","ELDQTQ3-UWZ76-PQC6VO","2025-05-31 12:49:05","earn","reward","currency","BTC",0.0000000002,0,0.0000084003
